_id,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,extra_people,guests_included,review_scores,host_id,host_name,host_location,host_response_time,host_neighbourhood,host_response_rate,host_identity_verified,host_total_listings_count,suburb,government_area,market,country,country_code,location_type,longitude,latitude,availability_30,availability_60,availability_90,availability_365,amenities
1844208,"Garden Room: A Feast for the Senses Big Island,Hi.",House,Private room,Real Bed,2,1125,strict_14_with_grace_period,3,1,2,25,1,110,50,10,2,96,9635363,Bobi,"Kapaau, Hawaii, United States",within an hour,North Kohala,100,True,4,Island of Hawaiʻi,North Kohala,The Big Island,United States,US,Point,-155.79756,20.22656,30,59,81,356,"['Cable TV', 'Cat(s)', 'Children’s books and toys', 'Dog(s)', 'Dryer', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Pets live on this property', 'Private entrance', 'Shampoo', 'Smoke detector', 'TV', 'Washer', 'Wifi']"
18446380,relaxing in Porto,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2,1,1,26,1,35,10,10,2,93,38727307,Isabel,"Porto, Porto District, Portugal",within a few hours,Not Specified,100,False,7,Not Specified,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,-8.62281,41.16264,0,0,0,15,"['Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Free street parking', 'Hair dryer', 'Hangers', 'Host greets you', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Safety card', 'Shampoo', 'TV', 'Wifi']"
18809312,Cosy Double Room in a bright flat!,Apartment,Private room,Real Bed,2,1125,moderate,2,1,1,8,2,70,35,10,1,93,2059850,Milena,"Barcelona, Cataluña, Spain",within a day,Vila de Gràcia,100,True,1,Vila de Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,Point,2.16072,41.406,28,58,88,113,"['Essentials', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Host greets you', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Paid parking off premises', 'Shampoo', 'TV', 'Washer', 'Wifi', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']"
18917022,Beach House Manly Apartment 4,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,5,2,2,12,1,195,60,20,4,80,5818194,Rod,"Palm Beach, New South Wales, Australia",within an hour,Palm Beach,92,True,8,Manly,Manly,Sydney,Australia,AU,Point,151.29402,-33.80149,0,0,0,0,"['BBQ grill', 'Beachfront', 'Dryer', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lockbox', 'Microwave', 'Private entrance', 'Refrigerator', 'Safety card', 'Self check-in', 'Shampoo', 'Smoke detector', 'Stove', 'TV', 'Washer', 'Wifi']"
19037045,Cosy Studio / pool / barbecue / sunny lounge,Apartment,Entire home/apt,Real Bed,2,90,strict_14_with_grace_period,3,1,2,25,1,60,30,15,2,96,6250742,Fred,"Oporto, Porto District, Portugal",within an hour,Not Specified,100,False,12,Not Specified,Paranhos,Porto,Portugal,PT,Point,-8.60968,41.18382,30,60,87,351,"['Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Hair dryer', 'Hangers', 'Kitchen', 'Laptop friendly workspace', 'Pool', 'Safety card', 'Shampoo', 'TV', 'Wifi']"
19173256,Belo Apartamento no centro do Porto.,Apartment,Entire home/apt,Real Bed,5,15,flexible,6,3,5,0,1,100,Not Specified,0,1,0,9743936,Ana,"Amarante, Porto, Portugal",Not Specified,Not Specified,Not Specified,True,1,Not Specified,Bonfim,Porto,Portugal,PT,Point,-8.60355,41.15277,0,0,0,0,"['Air conditioning', 'Elevator', 'Essentials', 'Family/kid friendly', 'Hair dryer', 'Heating', 'Iron', 'Kitchen', 'TV', 'Washer']"
19319,Private room Great Deal at Lower East Side,Apartment,Private room,Real Bed,30,1125,strict_14_with_grace_period,1,1,2,93,1,94,50,15,1,98,44263,Ana,"New York, New York, United States",within a day,Lower East Side,100,True,1,Manhattan,Lower East Side,New York,United States,US,Point,-73.98794,40.7114,0,30,46,254,"['Air conditioning', 'Building staff', 'Cable TV', 'Carbon monoxide detector', 'Doorman', 'Dryer', 'Elevator', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'Free street parking', 'Gym', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Paid parking on premises', 'Self check-in', 'Shampoo', 'Smoke detector', 'Smoking allowed', 'TV', 'Washer', 'Wifi', 'translation missing: en.hosting_amenity_50']"
19530460,The Blue and White Porto House - Vintage,Loft,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,3,1,2,59,1,35,15,15,2,92,137125921,Rui,"Porto District, Portugal",within an hour,Not Specified,100,False,4,Not Specified,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,-8.60596,41.15711,18,38,57,235,"['Air conditioning', 'Cable TV', 'Cleaning before checkout', 'Coffee maker', 'Dishes and silverware', 'Essentials', 'First aid kit', 'Hangers', 'Heating', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Private entrance', 'Refrigerator', 'Shampoo', 'Stove', 'TV', 'Wifi']"
19587471,Liiiving in Porto | Cosy Experience Apartment I,Apartment,Entire home/apt,Real Bed,2,1124,moderate,6,3,4,4,2,140,30,25,4,95,30907275,Liiiving,"Porto, Porto District, Portugal",within an hour,Not Specified,100,True,82,Not Specified,Campanhã,Porto,Portugal,PT,Point,-8.57567,41.16206,0,13,40,310,"['Bed linens', 'Cable TV', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Long term stays allowed', 'Microwave', 'Oven', 'Patio or balcony', 'Refrigerator', 'Self check-in', 'Shampoo', 'Smart lock', 'Stove', 'TV', 'Washer', 'Wifi']"
19592057,"Expensive, Small place, but it is 100% clean",Hostel,Private room,Real Bed,1,1125,flexible,1,0,1,0,1,157,Not Specified,0,1,0,127181576,Alon,"Queens, New York, United States",Not Specified,Lower East Side,Not Specified,True,1,Lower East Side,Lower East Side,New York,United States,US,Point,-73.98174,40.71043,0,0,0,0,['']
19768051,Ultra Modern Pool House Maroubra,House,Entire home/apt,Real Bed,2,1125,moderate,8,3,5,5,1,328,300,0,1,100,246661,Franca & Alessio,"Sydney, New South Wales, Australia",within an hour,Coogee,100,False,44,Maroubra,Randwick,Sydney,Australia,AU,Point,151.25182,-33.94927,0,0,0,0,"['Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lockbox', 'Pool', 'Self check-in', 'Shampoo', 'Smoke detector', 'Washer', 'Wifi']"
19781115,Private room in L'eixample,Apartment,Private room,Real Bed,1,10,flexible,1,1,1,1,1,22,Not Specified,0,1,0,76306433,Daisy,"London, England, United Kingdom",Not Specified,L'Antiga Esquerra de l'Eixample,Not Specified,False,1,Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,Point,2.14983,41.38533,0,0,0,0,"['Air conditioning', 'Elevator', 'Essentials', 'Hangers', 'Kitchen', 'Smoking allowed', 'Washer', 'Wifi']"
19901356,☆ Mile-End 3BR Only 10-minutes from Downtown,Apartment,Entire home/apt,Real Bed,1,1124,moderate,8,3,4,68,1,119,95,25,6,91,123749464,Anthony,"Montreal, Quebec, Canada",within an hour,Downtown Montreal,100,True,5,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,-73.59955,45.52706,15,41,65,189,"['Air conditioning', 'Bed linens', 'Carbon monoxide detector', 'Dryer', 'Essentials', 'Extra pillows and blankets', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Iron', 'Keypad', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Luggage dropoff allowed', 'Paid parking off premises', 'Private entrance', 'Self check-in', 'Shampoo', 'Smoke detector', 'TV', 'Washer', 'Wifi']"
19907902,"Aloha AKU Honu Suite - Beachfront, 1 BR/Bath, LR w/Full Kit, Lanai, AC, WiFi",House,Entire home/apt,Real Bed,3,730,super_strict_60,4,1,2,0,1,228,100,10,2,0,140981203,Gary,"Kihei, Hawaii, United States",within an hour,Not Specified,100,False,16,Maui,Kihei-Makena,Maui,United States,US,Point,-156.45763,20.7468,5,15,36,210,"['Air conditioning', 'Beach essentials', 'Beachfront', 'Bed linens', 'Breakfast', 'Cable TV', 'Coffee maker', 'Cooking basics', 'Dishwasher', 'Dryer', 'Essentials', 'Fire extinguisher', 'First aid kit', 'Free parking on premises', 'Gym', 'Hair dryer', 'Hangers', 'Hot tub', 'Iron', 'Kitchen', 'Microwave', 'Other', 'Patio or balcony', 'Pool', 'Refrigerator', 'Shampoo', 'Smoke detector', 'Stove', 'TV', 'Washer', 'Waterfront', 'Wifi']"
19847790,Spacious 3 BDR APT Brooklyn Sleeps 12!,Apartment,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,12,3,5,43,1,99,135,20,1,88,129646758,Sherry  W  X,"New York, New York, United States",within an hour,Flatbush,100,False,2,Flatbush,East Flatbush,New York,United States,US,Point,-73.95085,40.64377,11,17,45,249,"['Air conditioning', 'Bed linens', 'Cable TV', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Essentials', 'Extra pillows and blankets', 'Fire extinguisher', 'Free street parking', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Indoor fireplace', 'Iron', 'Keypad', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Long term stays allowed', 'Luggage dropoff allowed', 'Microwave', 'Oven', 'Private entrance', 'Refrigerator', 'Self check-in', 'Smoke detector', 'Stove', 'TV', 'Wifi']"
19862007,Island Sands #111 - 2BR Beautiful Oceanfront Condo,Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,2,2,0,2,343,218,0,1,0,2154262,Condominium Rentals Hawaii,"Kihei, Hawaii, United States",within an hour,Kihei/Wailea,100,False,294,Maui,Kihei-Makena,Maui,United States,US,Point,-156.50841,20.79575,4,14,31,212,"['Air conditioning', 'Dryer', 'Elevator', 'Essentials', 'Family/kid friendly', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Other', 'Pool', 'Smoke detector', 'TV', 'Washer', 'Wifi']"
19865325,Vaga em apartamento conjugado(LEIAM A DESCRIÇÃO!!),Apartment,Shared room,Real Bed,1,1125,flexible,6,1,6,1,1,30,Not Specified,0,1,0,116767818,Marlon,"Rio de Janeiro, State of Rio de Janeiro, Brazil",Not Specified,Not Specified,Not Specified,False,1,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-43.18146500943758,-22.965799361048358,0,0,0,0,"['Elevator', 'Essentials', 'Fire extinguisher', 'Iron', 'Kitchen', 'Lock on bedroom door', 'Shampoo', 'Suitable for events', 'TV', 'Washer', 'Wifi']"
18594608,Happy studio,Apartment,Entire home/apt,Real Bed,7,100,strict_14_with_grace_period,4,1,2,4,1,35,50,25,1,100,94998397,Jorge,"Chandigarh, Chandigarh, India",Not Specified,Not Specified,Not Specified,False,1,Not Specified,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,Point,-8.63583,41.13444,30,60,90,365,"['Carbon monoxide detector', 'Cleaning before checkout', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Elevator', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Free street parking', 'Hangers', 'Hot water', 'Kitchen', 'Long term stays allowed', 'Luggage dropoff allowed', 'Microwave', 'Oven', 'Refrigerator', 'Stove', 'TV', 'translation missing: en.hosting_amenity_50']"
18607563,For 4 or 6 - Wonderful Apartment downtown,Loft,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2,4,125,2,140,15,15,4,94,8161650,Manuel,"Porto, Porto District, Portugal",within an hour,Not Specified,100,True,4,Not Specified,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,-8.61294,41.14655,13,41,71,338,"['Cable TV', 'Carbon monoxide detector', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Essentials', 'Fire extinguisher', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Lockbox', 'Long term stays allowed', 'Luggage dropoff allowed', 'Microwave', 'Other', 'Paid parking off premises', 'Patio or balcony', 'Refrigerator', 'Self check-in', 'Shampoo', 'Smoke detector', 'Stove', 'TV', 'Wifi', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']"
18780832,Oporto Sunset Blue Balcony ❤,Apartment,Entire home/apt,Real Bed,2,1125,moderate,4,1,3,109,1,75,10,10,2,93,130706820,Mario,PT,within an hour,Not Specified,100,False,1,Not Specified,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,-8.60324,41.14907,10,40,70,345,"['Accessible-height toilet', 'Bed linens', 'Building staff', 'Cable TV', 'Carbon monoxide detector', 'Coffee maker', 'Cooking basics', 'Disabled parking spot', 'Dishes and silverware', 'Essentials', 'Extra pillows and blankets', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Free street parking', 'Hair dryer', 'Handheld shower head', 'Hangers', 'Heating', 'High chair', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Luggage dropoff allowed', 'Microwave', 'Oven', 'Pack ’n Play/travel crib', 'Paid parking on premises', 'Patio or balcony', 'Refrigerator', 'Self check-in', 'Shampoo', 'Smoke detector', 'Step-free access', 'Step-free access', 'Step-free access', 'Stove', 'TV', 'Well-lit path to entrance', 'Wide doorway', 'Wide entryway', 'Wide hallway clearance', 'Wifi']"
18905958,Private room between Bondi Beach and Junction,Apartment,Private room,Real Bed,1,1125,flexible,1,1,1,2,1,50,Not Specified,0,1,60,27036805,Eric,"Sydney, New South Wales, Australia",Not Specified,Bondi Beach,Not Specified,True,1,Bondi Beach,Waverley,Sydney,Australia,AU,Point,151.26665,-33.89161,0,0,0,0,"['Essentials', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Hot tub', 'Indoor fireplace', 'Iron', 'Kitchen', 'Lock on bedroom door', 'Private entrance', 'Shampoo', 'TV', 'Washer', 'Wifi', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']"
19005784,Hong Kong City CBD Hung Hom Apartment紅磡 民宿公寓:),Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,1,2,44,1,683,380,160,2,93,131593788,Kristina,America,within a day,Hung Hom,71,False,4,Kowloon City,Kowloon City,Hong Kong,Hong Kong,HK,Point,114.18214,22.30627,6,20,50,177,"['Air conditioning', 'Elevator', 'Family/kid friendly', 'Hair dryer', 'Hangers', 'Keypad', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Long term stays allowed', 'Self check-in', 'Shampoo', 'TV', 'Washer', 'Wifi']"
19030572,★ Luxury Loft | Pool | Gym | Spotless ★,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2,0,1,37,1,60,70,0,1,97,16139116,Shereen,"Montreal, Québec, Canada",within an hour,Saint-Henri,90,False,1,Saint-Henri,Le Sud-Ouest,Montreal,Canada,CA,Point,-73.58786,45.48112,9,9,9,9,"['Air conditioning', 'BBQ grill', 'Bed linens', 'Buzzer/wireless intercom', 'Carbon monoxide detector', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Dryer', 'Elevator', 'Essentials', 'Family/kid friendly', 'Free street parking', 'Gym', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Internet', 'Iron', 'Keypad', 'Kitchen', 'Laptop friendly workspace', 'Microwave', 'Oven', 'Pool', 'Refrigerator', 'Self check-in', 'Shampoo', 'Single level home', 'Smoke detector', 'Stove', 'TV', 'Washer', 'Wifi']"
19050582,Clérigos Apartments - Apt. 4E for 2/3 Pax,Loft,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3,1,3,83,1,65,15,0,2,96,130612073,3M'S - City & Country Rentals,"Porto, Porto District, Portugal",within an hour,Not Specified,100,False,3,Not Specified,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,-8.61434,41.14511,0,13,43,318,"['Bed linens', 'Cable TV', 'Carbon monoxide detector', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Essentials', 'Extra pillows and blankets', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lockbox', 'Long term stays allowed', 'Luggage dropoff allowed', 'Microwave', 'Paid parking off premises', 'Refrigerator', 'Self check-in', 'Shampoo', 'Smoke detector', 'Stove', 'TV', 'Wifi', 'translation missing: en.hosting_amenity_50']"
19056339,Nautical Nest,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1,2,54,1,120,100,25,3,99,112105371,Shawna,US,within an hour,Kailua,100,True,2,Oʻahu,Koolaupoko,Oahu,United States,US,Point,-157.74895,21.41743,3,12,22,263,"['BBQ grill', 'Babysitter recommendations', 'Beach essentials', 'Bed linens', 'Cable TV', 'Children’s books and toys', 'Children’s dinnerware', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dryer', 'Essentials', 'Extra pillows and blankets', 'Family/kid friendly', 'Fire extinguisher', 'Free parking on premises', 'Garden or backyard', 'Hair dryer', 'Hangers', 'High chair', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Long term stays allowed', 'Luggage dropoff allowed', 'Microwave', 'Pack ’n Play/travel crib', 'Patio or balcony', 'Private entrance', 'Private living room', 'Refrigerator', 'Shampoo', 'Single level home', 'Smoke detector', 'Stove', 'TV', 'Washer', 'Well-lit path to entrance', 'Wide doorway', 'Wifi']"
19060682,Akin YellowHouse 2nd floor twin room good location,Apartment,Private room,Real Bed,2,1125,moderate,2,1,2,0,1,142,Not Specified,0,1,0,33729698,Tahir,"Istanbul, Turkey",within an hour,Fatih,100,True,5,Fatih,Fatih,Istanbul,Turkey,TR,Point,28.94917,41.02957,27,57,87,362,"['Essentials', 'Heating', 'Kitchen', 'Lock on bedroom door', 'translation missing: en.hosting_amenity_50']"
19101306,[NEW] West Village Dream Home!,Apartment,Entire home/apt,Real Bed,3,60,strict_14_with_grace_period,6,2,4,37,1,325,125,0,1,92,70171973,Joshua,"New York, New York, United States",within a day,West Village,92,True,1,West Village,West Village,New York,United States,US,Point,-74.00258,40.73605,18,29,50,203,"['Air conditioning', 'Bathtub', 'Cable TV', 'Carbon monoxide detector', 'Elevator', 'Essentials', 'Family/kid friendly', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Lockbox', 'Long term stays allowed', 'Luggage dropoff allowed', 'Pack ’n Play/travel crib', 'Paid parking off premises', 'Room-darkening shades', 'Self check-in', 'Shampoo', 'Smoke detector', 'TV', 'Wifi']"
19572281,Comfortable bedroom close to the airport - Porto,House,Private room,Real Bed,1,1125,flexible,2,1,1,120,1,35,Not Specified,0,2,99,88573374,Susana,"Maia, Porto District, Portugal",within an hour,Not Specified,100,False,1,Not Specified,Vila Nova da Telha,Porto,Portugal,PT,Point,-8.66436,41.25794,15,35,55,180,"['Accessible-height bed', 'Accessible-height toilet', 'Baby bath', 'Bathtub', 'Bed linens', 'Breakfast', 'Cable TV', 'Changing table', 'Children’s books and toys', 'Children’s dinnerware', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Essentials', 'Extra pillows and blankets', 'Fireplace guards', 'First aid kit', 'Free street parking', 'Hair dryer', 'Handheld shower head', 'Hangers', 'Heating', 'High chair', 'Host greets you', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Long term stays allowed', 'Luggage dropoff allowed', 'Microwave', 'Outlet covers', 'Oven', 'Pack ’n Play/travel crib', 'Patio or balcony', 'Pets live on this property', 'Private living room', 'Refrigerator', 'Shampoo', 'Stove', 'TV', 'Table corner guards', 'Well-lit path to entrance', 'Wide clearance to bed', 'Wide doorway', 'Wide doorway', 'Wide doorway', 'Wide entryway', 'Wide hallway clearance', 'Wifi']"
19677006,Comfortable room 5 minutes from the beach,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,1,1,1,6,1,50,20,0,1,92,138561304,Luis,ES,within an hour,Not Specified,100,False,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Barcelona,Spain,ES,Point,2.18328,41.38321,30,60,90,238,"['Bed linens', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'EV charger', 'Essentials', 'Fire extinguisher', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Luggage dropoff allowed', 'Oven', 'Paid parking off premises', 'Private living room', 'Refrigerator', 'Safety card', 'Shampoo', 'Smoking allowed', 'Stove', 'Washer', 'Waterfront', 'Wifi']"
19786915,Spacious Clean Studio  Apartment,Apartment,Entire home/apt,Real Bed,1,60,moderate,6,1,1,38,1,60,20,25,2,89,86892032,Marian,"New York, New York, United States",within an hour,Jamaica,100,True,1,Jamaica,Rosedale,New York,United States,US,Point,-73.72838,40.65766,9,39,69,344,"['Air conditioning', 'Bed linens', 'Cable TV', 'Carbon monoxide detector', 'Coffee maker', 'Dishes and silverware', 'Essentials', 'Extra pillows and blankets', 'Family/kid friendly', 'Free street parking', 'Hair dryer', 'Heating', 'Host greets you', 'Hot water', 'Iron', 'Long term stays allowed', 'Luggage dropoff allowed', 'Microwave', 'Pets allowed', 'Private entrance', 'Refrigerator', 'Shampoo', 'Smoke detector', 'TV', 'Wifi']"
19800005,Shiny BALCONY:)) room CENTRAL ISTANBUL ŞİŞLİ,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,3,1,53,Not Specified,0,1,100,139844353,Erdinc,"Istanbul, Istanbul, Turkey",within a few hours,Şişli,100,False,2,Şişli,Sisli,Istanbul,Turkey,TR,Point,28.98507,41.0674,1,1,1,1,"['Essentials', 'Family/kid friendly', 'Hair dryer', 'Hangers', 'Heating', 'Iron', 'Kitchen', 'Lock on bedroom door', 'Private living room', 'Shampoo', 'Smoking allowed', 'TV', 'Washer', 'Wifi']"
19815841,Stunning studio APT in the heart of NYC,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3,0,3,94,1,99,125,0,1,89,139995595,Eli,"New York, New York, United States",within an hour,Not Specified,90,True,1,Midtown East,Midtown,New York,United States,US,Point,-73.96949,40.75094,2,3,6,180,"['Air conditioning', 'Bed linens', 'Cable TV', 'Carbon monoxide detector', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Essentials', 'Ethernet connection', 'Extra pillows and blankets', 'Family/kid friendly', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Microwave', 'Other', 'Refrigerator', 'Shampoo', 'Smoke detector', 'TV', 'Wifi']"
19821682,Bright & Charming loft in the Gothic Quarter,Apartment,Entire home/apt,Real Bed,32,1125,strict_14_with_grace_period,4,1,2,6,1,46,30,15,2,89,8011636,Davide,London,within an hour,RB of Greenwich,100,True,2,Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,Point,2.17489,41.38391,0,0,0,0,"['Air conditioning', 'Bathtub', 'Bed linens', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Essentials', 'Extra pillows and blankets', 'Family/kid friendly', 'Hair dryer', 'Heating', 'Host greets you', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Long term stays allowed', 'Luggage dropoff allowed', 'Microwave', 'Oven', 'Private entrance', 'Refrigerator', 'Smoking allowed', 'Step-free access', 'Step-free access', 'Stove', 'TV', 'Washer', 'Wide clearance to bed', 'Wifi']"
19830008,Charming Private Room in the heart of East Village,Apartment,Private room,Real Bed,1,14,moderate,2,1,1,63,1,125,Not Specified,50,1,97,139942077,Sahar,"New York, New York, United States",within a day,Alphabet City,70,False,1,East Village,East Village,New York,United States,US,Point,-73.98089,40.72304,0,5,24,299,"['BBQ grill', 'Bed linens', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Dryer', 'Elevator', 'Essentials', 'Extra pillows and blankets', 'Fire extinguisher', 'Garden or backyard', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Microwave', 'Oven', 'Private entrance', 'Refrigerator', 'Shampoo', 'Smoke detector', 'Stove', 'TV', 'Washer', 'Wifi']"
19877430,Kaneohe Haven,House,Entire home/apt,Real Bed,2,1125,moderate,6,2,4,69,1,60,100,0,1,92,140652256,Neal,"Kailua, Hawaii, United States",within an hour,Kaneohe,100,False,2,Kaneohe,Koolaupoko,Oahu,United States,US,Point,-157.78858,21.41175,4,11,16,221,"['Bed linens', 'Cable TV', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Dryer', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Free parking on premises', 'Hair dryer', 'Hangers', 'Hot water', 'Iron', 'Kitchen', 'Lockbox', 'Long term stays allowed', 'Microwave', 'Oven', 'Pack ’n Play/travel crib', 'Patio or balcony', 'Private entrance', 'Refrigerator', 'Self check-in', 'Shampoo', 'Smoke detector', 'Stove', 'TV', 'Washer', 'Well-lit path to entrance', 'Wide clearance to bed', 'Wide doorway', 'Wide entryway', 'Wifi']"
19933161,Studio w/rooftop in Sheung Wan HK (Man Mo temple),Apartment,Entire home/apt,Real Bed,5,1125,moderate,2,0,1,51,1,1248,548,0,1,93,22223278,Natalia & Paul,Hong Kong,within an hour,Sheung Wan,100,False,1,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,114.1482,22.28505,6,23,45,45,"['Air conditioning', 'Bed linens', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Essentials', 'Extra pillows and blankets', 'Hair dryer', 'Hangers', 'Heating', 'Host greets you', 'Hot water', 'Iron', 'Kitchen', 'Long term stays allowed', 'Oven', 'Patio or balcony', 'Refrigerator', 'Shampoo', 'Stove', 'Wifi']"
18255921,Cute Beachside Get Away,Apartment,Entire home/apt,Real Bed,4,21,flexible,4,2,2,1,1,139,60,0,1,100,2442148,Imogene,"Sydney, New South Wales, Australia",Not Specified,Coogee,Not Specified,True,1,Coogee,Randwick,Sydney,Australia,AU,Point,151.25463,-33.92647,0,0,0,0,"['Essentials', 'Family/kid friendly', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Shampoo', 'Smoke detector', 'TV', 'Washer', 'Wifi']"
